username,tweet
apdesti_,penuh waktu iya rumah tangga kantor lepas waktu jaga
apdesti_,untung percaya bohong
apdesti_,tembolok
apdesti_,nongol grup kesal
apdesti_,astaghfirullah rahang iya sebentar
apdesti_,curiga
apdesti_,jodoh cari informasi foto biodata yogi finanda yogi finanda
apdesti_,jalan kaki lumayan
apdesti_,geng nih
apdesti_,suruh ngoreksi mtk pts saudara bodoh
apdesti_,pilih milik juang
apdesti_,coba periksa bangun lagih ketaone
apdesti_,makasii pengirim semangat setuju bumilnya
apdesti_,toel toel
apdesti_,iya cium bau enek tawa
apdesti_,hamil bau bawang tawa
apdesti_,amin makas doa
apdesti_,kentut bau bawang
apdesti_,bau kentut sial
apdesti_,kentut bau
apdesti_,sang selamat
apdesti_,pakai sederhana hamil suka gerahh pakenya rumit deh
apdesti_,timaaci tante titiw
apdesti_,beli payless
apdesti_,timaacii pengirim
apdesti_,beli hemat waktu
apdesti_,mari tendang adek bayi
apdesti_,nyaman pokok tawa
apdesti_,salah fokus bajunyaa beli pengirim
apdesti_,tolong iya episode mouse cepatan tayang pikir pikir episode pusing keong
apdesti_,sayang coba
apdesti_,tendang nama andri
apdesti_,cerita cemil sushi
apdesti_,iya
apdesti_,tunggu anak deh
apdesti_,staycation
apdesti_,waktu smk pulang angkutan umum teman bawa motor tawa
apdesti_,segar ken ndusel
apdesti_,bantu vagabond pengirim
apdesti_,uww posesip
apdesti_,batal
apdesti_,hemm akun
apdesti_,ayo tuh
apdesti_,ngeden berak ajak ngobrol fokus
apdesti_,yuhu
apdesti_,digebug sapu patah sih sono
apdesti_,jari keriput tawa
apdesti_,menetes rambut
apdesti_,psikis fisik tuh
apdesti_,dimusuhin genk terkini rangking berteman
apdesti_,selai cemil coklat iya yakann
apdesti_,enggakk
apdesti_,beranta gaya heran potong suruh tawa
apdesti_,suamik ide potong gerangan
apdesti_,mari belah
apdesti_,motor susah dijalanin
apdesti_,pribadi ganda
apdesti_,seru acara terlambat masup kelas gara gara beli bubur
apdesti_,mangat umi bangun siang jemput buang air nih
apdesti_,kondangan menit dandan gerah
apdesti_,adiin semoga lekas pulih
apdesti_,tawa lagih
apdesti_,tuhan pintar
apdesti_,semoga selesai lahir merosot iya pengirim
apdesti_,fenny semoga bantu
apdesti_,malam
apdesti_,mon maaf kemarin dokter hpl mundur tanggal
apdesti_,lelah kode kode cemil hati
apdesti_,ehem
apdesti_,aduh lupa
apdesti_,tuh
apdesti_,sabar anak mari kabung jenak
apdesti_,puasa tahun kemarin tutup
apdesti_,diam heyy
apdesti_,masup listt
apdesti_,masupkan daftar
apdesti_,taroh dasbor jok
apdesti_,mimpi senja senonoh iya pikir
apdesti_,bunda hantar tidur
apdesti_,pikir
apdesti_,kemarin usg tutup kaki sih bunda gantung cwk cwk semoga tutup iya
apdesti_,tengah selai adek gerak aktif perut mewek
apdesti_,doa
apdesti_,cemil cahaya selamat tinggal selamat tinggal rawat kulit bertumpuk
apdesti_,bunda injek leher
apdesti_,habis kentut jalan kamar mandi
apdesti_,ah tahan
apdesti_,takut ampas napaa
apdesti_,potong klasik
apdesti_,diare kentut
apdesti_,rem duka anak prematur untung laperr
apdesti_,mikirnya saudara laki lamaa perut canda suka
apdesti_,perut lilit uring uring bolak kamar mandi eh lapar iblis
apdesti_,selai laki tawa
apdesti_,iklan sambi rendang
apdesti_,astaghfirullah iya iya kadang lupa malakin
apdesti_,belikan
apdesti_,iblis deh saudara laki saudara laki tuh
apdesti_,kapok ramadhan pingsan
apdesti_,belanja tanaabang bareng tawa
apdesti_,gadikasih turun harga beli pacar nawar drama
apdesti_,suka
apdesti_,menempel 
apdesti_,maaf sengaja
apdesti_,seksama
apdesti_,mimpi ulang ips bangun bangun pusing wak
apdesti_,kasihan hamil cemil sushi
apdesti_,hujan pikir pikir sen cemil ojek online utteke sial
apdesti_,tim uang uang habis antem
apdesti_,baca threadnya seru tonton video habis
apdesti_,antem jambak jambak jedotin kepala aspal
apdesti_,flower perang ditayangkan televisi bayang gores
apdesti_,untung temu
apdesti_,woee cerita kisah hidup
