username,created_at,text
Phoebee_ip,2021-06-04 12:20:56,@ChanSalsabila57 Gass
Phoebee_ip,2021-06-04 12:20:52,@noobiemeee Gass
Phoebee_ip,2021-06-02 14:32:58,Keresahan malam ini mikir mau potong rambut model gmnn apa tetep kek biasanya Meanwhile besok masih utss :'' Kenapa malah mikirin model potongan rambut
Phoebee_ip,2021-05-27 03:56:04,@noobiemeee Iyoo ho suarane ikuloo mbasio silent quite tapi degdegan
Phoebee_ip,2021-05-27 03:53:53,@noobiemeee Ekwkkwwk yowes tunggu ndek netfix ae
Phoebee_ip,2021-05-27 03:49:17,@noobiemeee Nonton???
Phoebee_ip,2021-05-25 04:11:15,@ZOO_FESS Yaampun padahal bibit unggul bgtt keliatannya kok dibuang
Phoebee_ip,2021-05-25 01:36:18,@noobiemeee Wkwkwkwkwk
Phoebee_ip,2021-05-22 10:52:29,https://t.co/UaJk6rsSHg
Phoebee_ip,2021-05-22 10:50:00,https://t.co/9v0y2jWFYz
Phoebee_ip,2021-05-22 10:49:57,https://t.co/g0M5l4W1dk
Phoebee_ip,2021-05-20 12:56:11,Kuingin marah tapiku hanyalah butiran debu~
Phoebee_ip,2021-05-19 11:06:18,@noobiemeee @rzlfrds_ Ahha semakin didepan
Phoebee_ip,2021-05-18 12:58:06,"Whenn ijong ill, serumah heboh dan panikk Emng anak kesayangan"
Phoebee_ip,2021-05-12 13:32:50,@indocringe_ Isinya esteh sama air mineral
Phoebee_ip,2021-05-12 13:29:39,Terus ada eps waktu salah satu ada yg cidera jadi inget pernah cidera jg sampe skrng kalo dibuat dance lagi yg full udah gakuat :'''
Phoebee_ip,2021-05-12 13:28:30,"2 hari liat reality show idol grup, jadi pengen balik ngedance lg terngiang ngiang bgt dikepalaa. Pengen balik dance lg practice di rmh aja gitu😖"
Phoebee_ip,2021-05-12 12:27:41,@ArnoldPoernomo Mau ceppp
Phoebee_ip,2021-05-10 08:46:23,@yourbae Oke ditunggu bang
Phoebee_ip,2021-05-06 11:53:43,@uusbiasaaja Cuyy keren bgt wkwkwk panutan
Phoebee_ip,2021-05-06 08:51:26,@uusbiasaaja Pengen dipites kayaknya tuh manusia
Phoebee_ip,2021-05-06 08:47:53,@ZOO_FESS Cubangg https://t.co/hoZhSfO35h
Phoebee_ip,2021-04-27 14:08:00,@FiatAngelo Spill skincare kakkk
Phoebee_ip,2021-04-27 11:44:53,Sumpah bm Mcd anjir!!
Phoebee_ip,2021-04-26 09:08:52,@noobiemeee @rzlfrds_ Duah
Phoebee_ip,2021-04-23 02:09:09,@valdeszb Semoga lekas pulih
Phoebee_ip,2021-04-22 02:41:33,Gatau kenapa makin kesini makin krng nyaman sama kelas Jadi mls bgtt
Phoebee_ip,2021-04-21 13:29:19,@hinggasaat Aamiin
Phoebee_ip,2021-04-20 01:33:49,Serem juga https://t.co/jLiDydA01N
Phoebee_ip,2021-04-14 09:42:23,"Kenapa cantik bgtt, terus dari dulu juga konsistenn bgt badannya segitu gitu aja https://t.co/fGVg37wkvO"
Phoebee_ip,2021-04-14 05:57:56,@rzlfrds_ Dark
Phoebee_ip,2021-04-13 06:43:48,@noobiemeee @hellobambina Sumpah aku gak sabar 😭
Phoebee_ip,2021-04-13 01:11:59,@hellobambina @noobiemeee
Phoebee_ip,2021-04-12 01:14:42,@noobiemeee Apatu
